Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
44900,44890,CY,KYRENIA,35,21,N,33,20,E,132,54464,V,CB,F,N,N,N,Y,,L,A,L,,0,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,,,,Y,Y,,Y,N,N,N,N,N,N,Y,Y,,,,,Y,Y,Y,Y,,,C,S,,35 21 N 33 20 E,35.35,33.3333333333333
43750,43620,UA,YEVPATORIYA,45,12,N,33,23,E,BA24,BA2232,V,CN,F,N,N,Y,Y,,O,J,N,,0,M,N,N,Y,N,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,,,,Y,,,,,Y,Y,,N,Y,Y,,,,Y,Y,,,,,,Y,Y,,,,,N,,,45 12 N 33 23 E,45.2,33.3833333333333
43760,43620,UA,SEVASTOPOL,44,37,N,33,32,E,BA24,55103,L,CN,G,N,N,Y,Y,,L,E,L,,1,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,,,Y,Y,,,,,Y,Y,,Y,Y,,,,,,Y,Y,,,,,Y,Y,Y,Y,,,A,L,S,44 37 N 33 32 E,44.6166666666667,33.5333333333333
47989,47950,EG,ZEIT BAY LPG TERMINAL,27,48,N,33,34,E,172,62191,V,OR,P,Y,Y,,Y,,O,C,,L,1,M,,,,,Y,Y,Y,,,,,Y,,,,,Y,,,,,,Y,,,Y,,,Y,,Y,,,,,Y,Y,,,,,N,N,N,N,,,N,,,27 48 N 33 34 E,27.8,33.5666666666667
62860,62530,RU,KERET,66,17,N,33,34,E,183,BA3180,S,CN,F,,,Y,,,K,G,M,,0,,Y,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,C,,,66 17 N 33 34 E,66.2833333333333,33.5666666666667
47985,47950,EG,ZEIT BAY TERMINAL,27,50,N,33,36,E,172,62191,S,OR,F,,,,Y,,O,C,N,C,1,M,,Y,,,Y,Y,Y,,,,Y,Y,Y,,Y,,Y,,Y,,,Y,Y,,,Y,,,Y,,Y,,,,,Y,,,,,,N,N,N,N,,,N,,,27 50 N 33 36 E,27.8333333333333,33.6
47987,47950,EG,EAST ZEIT TERMINAL,27,51,N,33,36,E,172,62191,V,OR,P,Y,Y,,Y,,O,C,,A,1,M,,,,,Y,Y,Y,,,,,Y,,,,,Y,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,N,N,N,N,,,N,,,27 51 N 33 36 E,27.85,33.6
43780,43620,UA,BALAKLAVA,44,30,N,33,36,E,BA24,55104,V,CN,G,N,N,Y,Y,,H,A,P,,0,M,N,Y,Y,N,Y,Y,,,,,,,,,,,,,,Y,,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,,,,,,S,44 30 N 33 36 E,44.5,33.6
47982,47950,EG,EL TUR HARBOR,28,14,N,33,37,E,172,62191,V,CN,F,Y,Y,,Y,,,K,N,,0,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 14 N 33 37 E,28.2333333333333,33.6166666666667
44960,44890,CY,LARNACA,34,55,N,33,39,E,132,54462,S,CB,F,Y,Y,N,Y,N,H,D,J,H,1,M,N,Y,Y,N,Y,N,Y,,Y,Y,Y,Y,Y,,Y,,Y,,Y,,,Y,,,,Y,Y,,N,Y,Y,,,,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,,34 55 N 33 39 E,34.9166666666667,33.65
44965,44890,CY,DHEKELIA,34,58,N,33,43,E,132,54462,V,OR,P,N,N,N,Y,,K,A,M,H,0,M,Y,,Y,N,Y,Y,Y,Y,,N,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,Y,N,,N,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,N,,,34 58 N 33 43 E,34.9666666666667,33.7166666666667
44480,44360,TR,INEBOLU,41,59,N,33,46,E,BA24,BA1272,V,CB,P,N,N,N,Y,,N,N,N,,0,M,,,N,N,Y,,N,,,,N,,,,,,Y,,Y,,,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,N,,,41 59 N 33 46 E,41.9833333333333,33.7666666666667
47990,47950,EG,EL GHARDAQA,27,13,N,33,51,E,172,62188,V,CN,F,,Y,,Y,,N,K,,N,1,,,,,,Y,,Y,,,,,Y,Y,,Y,,Y,,Y,,,Y,,,,Y,,,,,,,,,,,,Y,,,,N,Y,N,N,N,N,D,,,27 13 N 33 51 E,27.2166666666667,33.85
44850,44360,TR,TASUCU,36,19,N,33,53,E,132,54409,V,CB,G,N,N,N,Y,,A,L,N,,0,M,,,N,N,Y,,Y,,,,N,Y,,,Y,Y,Y,Y,,,Y,Y,,,,Y,N,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,36 19 N 33 53 E,36.3166666666667,33.8833333333333
44970,44890,CY,FAMAGUSTA,35,7,N,33,56,E,132,54464,S,CB,F,Y,Y,N,Y,,K,E,K,,0,M,Y,,Y,N,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,,Y,Y,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,N,N,Y,Y,C,M,S,35 7 N 33 56 E,35.1166666666667,33.9333333333333
47980,47950,EG,BUR SAFAGA,26,44,N,33,57,E,172,62177,S,CB,G,,Y,,Y,,F,A,J,,1,L,Y,,,,Y,Y,,,Y,,Y,Y,Y,,Y,Y,Y,,,Y,,Y,Y,,,Y,Y,,,Y,,,,,,Y,Y,Y,,,,N,Y,Y,N,N,N,,S,M,26 44 N 33 57 E,26.7333333333333,33.95
43790,43620,UA,YALTA,44,29,N,34,10,E,BA24,BA2233,V,CB,F,N,Y,,Y,N,L,A,M,M,0,M,Y,Y,Y,N,Y,Y,Y,,Y,,Y,,Y,,,,Y,Y,,,Y,,,,,Y,Y,,Y,,Y,Y,,Y,,Y,,,,,,Y,Y,N,N,N,Y,B,,,44 29 N 34 10 E,44.4833333333333,34.1666666666667
47974,47950,EG,HAMRAWEIN,26,15,N,34,12,E,172,62230,V,OR,,,,,Y,,,,K,,0,M,,,,,Y,Y,,,,N,N,Y,Y,,,,Y,,N,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,Y,Y,,,,N,,S,26 15 N 34 12 E,26.25,34.2
47970,47950,EG,AL QUSAYR,26,6,N,34,17,E,172,62230,V,OR,F,,Y,,Y,,L,A,L,,1,,N,,,,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,,,Y,,N,Y,,,Y,,,,Y,Y,,,,,,Y,Y,,,,Y,Y,N,N,N,N,C,,,26 6 N 34 17 E,26.1,34.2833333333333
47988,47950,EG,SHARM EL SHEIKH,27,51,N,34,17,E,172,62191,V,OR,P,,,,Y,,,A,O,,2,M,,,,,,Y,Y,,,Y,,,,,Y,Y,Y,,Y,,,,Y,,,Y,,,Y,,,,,,,,,,,,,Y,Y,Y,,,,C,,,27 51 N 34 17 E,27.85,34.2833333333333
62900,62530,RU,BOLSHAYA PIRYU GUBA,66,40,N,34,22,E,183,BA3180,S,CN,G,,,Y,,,N,J,N,,5,,,,,,,Y,,,Y,,Y,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,C,S,,66 40 N 34 22 E,66.6666666666667,34.3666666666667
43810,43620,UA,ALUSHTA,44,41,N,34,25,E,BA24,55140,V,OR,P,N,Y,N,Y,,H,A,O,,0,M,,,Y,N,Y,Y,,,,N,N,,,,,,,,,,,,,,,Y,Y,,N,,,,,,,,,,,,,Y,Y,,,,,,,,44 41 N 34 25 E,44.6833333333333,34.4166666666667
45110,45060,IL,ASHQELON,31,40,N,34,30,E,132,56067,V,OR,F,N,N,N,Y,N,,E,,A,0,L,,Y,,,Y,Y,Y,,Y,,Y,Y,,,Y,,Y,Y,,Y,Y,,,,,Y,Y,,Y,,,,,,,,,,,,,Y,N,N,N,,,C,,M,31 40 N 34 30 E,31.6666666666667,34.5
44860,44360,TR,MERSIN,36,48,N,34,38,E,132,54441,M,CB,F,N,Y,N,Y,Y,J,O,O,L,1,M,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,L,36 48 N 34 38 E,36.8,34.6333333333333
47960,47950,EG,NUWEIBA EL MUZEIMA,28,58,N,34,39,E,172,62220,V,CN,F,,,,Y,,,,L,,2,M,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,Y,,,,,,Y,Y,,,,C,,,28 58 N 34 39 E,28.9666666666667,34.65
45100,45060,IL,ASHDOD,31,49,N,34,39,E,132,56067,S,CB,F,N,N,N,Y,,,A,F,F,0,M,N,N,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,B,,M,31 49 N 34 39 E,31.8166666666667,34.65
62840,62530,RU,RABOCHEOSTROVSK,64,59,N,34,47,E,183,BA2274,S,CN,F,,,Y,,,N,M,K,N,5,,Y,,,,,Y,,,Y,,,,,,,,Y,,,Y,Y,,,,,Y,,,,Y,,,,,,Y,Y,Y,,,,,Y,,,,,C,,S,64 59 N 34 47 E,64.9833333333333,34.7833333333333
62830,62530,RU,BELOMORSK,64,32,N,34,48,E,183,BA2275,S,CN,F,,,Y,,,M,N,O,N,4,,Y,,Y,,Y,Y,Y,,,,,Y,Y,,,,Y,,,Y,Y,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,C,,,64 32 N 34 48 E,64.5333333333333,34.8
43940,43620,UA,HENICHESK,46,10,N,34,49,E,BA24,55190,V,CN,F,N,N,Y,Y,,N,N,P,,1,M,N,N,Y,N,Y,Y,Y,,,N,Y,,,,,,Y,,,Y,Y,Y,,,,Y,,,N,,,,,,,,,,,,,,Y,Y,,,,C,,,46 10 N 34 49 E,46.1666666666667,34.8166666666667
46890,46860,MZ,BEIRA,19,50,S,34,50,E,171,61142/1,M,CN,G,Y,Y,N,Y,,N,L,L,L,5,M,N,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,19 50 S 34 50 E,-19.8333333333333,34.8333333333333
45084,45060,IL,HADERA,32,28,N,34,54,E,132,56064,V,OR,,,Y,,Y,Y,,A,C,E,0,M,,,,,Y,Y,,,,,Y,Y,,,,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,,,,,Y,,,,,,,,Y,Y,Y,,,N,,M,32 28 N 34 54 E,32.4666666666667,34.9
48076,48075,IL,ELAT,29,33,N,34,57,E,172,62220,S,CN,F,N,N,N,Y,,A,A,K,J,1,L,,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,Y,,Y,Y,,Y,Y,,,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,S,S,29 33 N 34 57 E,29.55,34.95
43835,43620,UA,SUDAK,44,51,N,34,59,E,BA24,55140,V,CN,F,N,N,N,Y,,J,A,A,G,0,M,,,Y,N,Y,Y,,,,N,Y,,,,,,,,,,Y,Y,Y,,,Y,Y,,Y,,,,,,,,,,,,,Y,Y,Y,,,,,,,44 51 N 34 59 E,44.85,34.9833333333333
48090,48080,JO,AL AQABAH,29,31,N,35,0,E,172,62225,V,OR,P,N,N,N,Y,,A,A,G,A,1,M,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,B,,,29 31 N 35 0 E,29.5166666666667,35
45080,45060,IL,HAIFA,32,49,N,35,0,E,132,56064,M,CB,G,N,Y,N,Y,N,H,E,H,,1,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,Y,,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,,,,,,,B,,M,32 49 N 35 0 E,32.8166666666667,35
44460,44360,TR,SINOP,42,3,N,35,10,E,BA24,BA1272,V,OR,G,N,N,N,Y,,O,L,P,L,0,M,,,N,Y,Y,,N,,,,N,,,,,,Y,,,,Y,,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,,,,,Y,Y,N,N,,,N,,,42 3 N 35 10 E,42.05,35.1666666666667
48104,48100,SA,SHARMAH,27,56,N,35,15,E,172,62220,V,CN,P,,,,Y,,A,,,,0,M,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 56 N 35 15 E,27.9333333333333,35.25
45036,45020,LB,SIDON/ZAHRANI TERMINAL,33,32,N,35,19,E,132,56044,V,OR,P,,,,,,,A,,F,0,M,,,,N,Y,Y,,,,N,N,Y,Y,,Y,,Y,,,,,,Y,,,N,Y,,N,Y,,,,,,Y,,,,,,,Y,Y,Y,,,N,,S,33 32 N 35 19 E,33.5333333333333,35.3166666666667
45040,45020,LB,SAYDA,33,30,N,35,21,E,132,56044,V,OR,F,N,Y,N,Y,,M,J,K,,0,L,Y,,Y,N,Y,Y,Y,,,,,Y,N,,Y,,Y,,Y,Y,Y,Y,,,,Y,Y,,Y,N,N,N,N,N,N,,,,,,,,Y,Y,Y,,,C,,S,33 30 N 35 21 E,33.5,35.35
43950,43620,UA,KYRYLIVKA,46,21,N,35,22,E,BA24,55190,V,OR,F,N,N,Y,Y,,N,N,P,,0,M,,,Y,N,Y,Y,Y,,,N,N,,,,,,,,,,Y,Y,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,46 21 N 35 22 E,46.35,35.3666666666667
46880,46860,MZ,INHAMBANE,23,55,S,35,24,E,171,61120,S,RN,G,,Y,,,,N,J,M,,3,,Y,,,,Y,,Y,Y,Y,,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,,Y,,,C,,,23 55 S 35 24 E,-23.9166666666667,35.4
43850,43620,UA,FEODOSIYA,45,1,N,35,26,E,BA24,55140,S,CB,G,N,N,N,Y,,E,K,M,J,1,M,Y,Y,Y,N,Y,Y,Y,,,N,Y,,Y,Y,,,Y,,N,,,,Y,,,Y,Y,,Y,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,N,N,C,,,45 1 N 35 26 E,45.0166666666667,35.4333333333333
45030,45020,LB,BAYRUT,33,54,N,35,30,E,132,56043,L,CB,E,N,Y,N,Y,,G,A,F,K,0,M,Y,,Y,,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,N,Y,Y,,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,,Y,Y,Y,B,L,L,33 54 N 35 30 E,33.9,35.5
48106,48100,SA,DUBA,27,34,N,35,32,E,172,62230,S,OR,P,,,,Y,,J,,K,,1,M,,,,,,Y,Y,,,,Y,,,,Y,Y,Y,,,,,,Y,,,Y,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,,27 34 N 35 32 E,27.5666666666667,35.5333333333333
45010,45000,SY,AL LADHIQIYAH,35,32,N,35,46,E,132,56048,M,CB,F,N,N,N,Y,Y,G,G,H,J,0,M,Y,,Y,N,Y,Y,Y,,,N,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,L,M,35 32 N 35 46 E,35.5333333333333,35.7666666666667
45025,45020,LB,TARABULUS,34,27,N,35,50,E,132,56042,M,CB,G,N,Y,N,Y,,J,H,E,C,1,M,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,,Y,,,Y,,,N,,,Y,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,B,,S,34 27 N 35 50 E,34.45,35.8333333333333
45003,45000,SY,TARTUS,34,54,N,35,52,E,132,56048,S,CB,F,N,N,N,Y,,G,G,H,B,0,M,Y,Y,Y,N,Y,Y,,,,,Y,,,Y,,,Y,,,,Y,N,N,N,N,Y,,,N,Y,Y,Y,,Y,Y,Y,Y,,,,,N,Y,Y,,,,C,M,M,34 54 N 35 52 E,34.9,35.8666666666667
48108,48100,SA,DUBA BULK PLANT TANKER TERMINAL,27,19,N,35,54,E,172,62230,V,OR,P,,,,,,A,F,,A,2,M,,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,N,N,N,,,,,,,27 19 N 35 54 E,27.3166666666667,35.9
44870,44360,TR,BOTAS,36,53,N,35,56,E,132,54481,V,OR,P,N,N,N,Y,,,,A,A,0,L,Y,,Y,N,Y,Y,Y,,,Y,Y,Y,Y,Y,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,Y,Y,N,N,N,N,N,,,36 53 N 35 56 E,36.8833333333333,35.9333333333333
45005,45000,SY,BANIYAS,35,11,N,35,57,E,132,56041,L,CB,F,N,N,N,Y,,,G,,F,0,M,Y,,Y,N,Y,Y,Y,Y,Y,,Y,Y,,,,,Y,,Y,,,Y,Y,,,Y,,,N,Y,,,,,,Y,,N,N,N,N,Y,Y,Y,Y,,,C,,,35 11 N 35 57 E,35.1833333333333,35.95
44801,44360,TR,TOROS GUBRE,36,55,N,35,58,E,132,54481,V,OR,P,,Y,,Y,,,A,N,N,0,,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,,,Y,,,Y,,,Y,Y,,,Y,Y,,Y,Y,,Y,,,,,,,Y,N,N,,,C,,,36 55 N 35 58 E,36.9166666666667,35.9666666666667
44802,44360,TR,BOTAS DORTYOL OIL TERMINAL,36,52,N,36,8,E,132,54481,V,OR,P,,,,,,,K,,G,0,M,,,,,Y,Y,Y,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,36 52 N 36 8 E,36.8666666666667,36.1333333333333
44880,44360,TR,ISKENDERUN,36,36,N,36,10,E,132,54481,V,CB,F,N,N,N,Y,,J,N,H,J,1,M,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,,Y,,N,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,M,36 36 N 36 10 E,36.6,36.1666666666667
44804,44360,TR,DELTA TERMINAL,36,51,N,36,10,E,132,54481,V,OR,P,,,,Y,,,A,,M,0,M,,,,N,Y,Y,Y,,,,Y,Y,,,,,Y,,,,Y,Y,Y,,,Y,,,N,,,,,,,,,Y,,Y,Y,Y,,Y,Y,,Y,B,,,36 51 N 36 10 E,36.85,36.1666666666667
44803,44360,TR,YAKACIK,36,43,N,36,11,E,132,54481,V,CB,F,,,,Y,,E,D,N,G,0,M,Y,Y,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,,Y,Y,,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,N,,S,36 43 N 36 11 E,36.7166666666667,36.1833333333333
44450,44360,TR,SAMSUN,41,18,N,36,21,E,BA24,BA1274,L,CB,F,N,Y,N,Y,,J,A,N,,1,L,Y,,N,Y,Y,Y,Y,,,,Y,,Y,Y,,Y,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,S,41 18 N 36 21 E,41.3,36.35
43900,43620,UA,KERCH,45,21,N,36,29,E,BA24,BA2242,S,OR,G,N,Y,Y,Y,,L,L,N,,0,M,N,N,Y,N,Y,Y,Y,,Y,,Y,,Y,,,,Y,Y,Y,,Y,Y,,,,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,S,45 21 N 36 29 E,45.35,36.4833333333333
46900,46860,MZ,CHINDE,18,34,S,36,30,E,171,61150,S,RN,F,,,,Y,,P,N,,,3,M,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,,,,,N,Y,,Y,,Y,,,,Y,,,,,,Y,,,,,,Y,N,,,,,,,,18 34 S 36 30 E,-18.5666666666667,36.5
44162,44030,RU,KAVKAZ OIL TERMINAL,45,20,N,36,39,E,,BA2216,V,OR,P,,,,Y,Y,,,N,N,0,M,,,Y,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,C,,S,45 20 N 36 39 E,45.3333333333333,36.65
44000,43620,UA,BERDYANSK,46,45,N,36,47,E,BA24,55190,S,CB,F,N,Y,Y,Y,,N,L,L,L,0,M,Y,N,Y,N,Y,Y,Y,,Y,N,Y,Y,N,Y,,,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,,Y,C,,S,46 45 N 36 47 E,46.75,36.7833333333333
46910,46860,MZ,QUELIMANE,17,53,S,36,53,E,171,61150,V,RN,G,,Y,,Y,,O,L,N,,2,M,Y,,Y,N,Y,Y,,,Y,,N,Y,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,,Y,,,,,,Y,Y,Y,,,,Y,Y,Y,N,N,N,C,,,17 53 S 36 53 E,-17.8833333333333,36.8833333333333
46920,46860,MZ,PORTO BELO,17,42,S,37,11,E,171,61150,S,OR,F,,,,Y,,O,J,,,2,M,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 42 S 37 11 E,-17.7,37.1833333333333
47940,47910,SD,PORT SUDAN,19,36,N,37,14,E,172,62142,M,CB,E,N,N,N,Y,N,A,A,J,,1,L,,,Y,N,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,N,,,Y,Y,,,Y,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,L,19 36 N 37 14 E,19.6,37.2333333333333
47942,47910,SD,AL KHAIR OIL TERMINAL,19,35,N,37,15,E,172,62142,S,CN,,,,,,,,,,G,0,,,,,,Y,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 35 N 37 15 E,19.5833333333333,37.25
47944,47910,SD,BESHAYER OIL TERMINAL,19,24,N,37,19,E,172,62142,M,OR,,,,,Y,,,,,A,0,,,,,,Y,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 24 N 37 19 E,19.4,37.3166666666667
44180,44030,RU,ANAPA,44,53,N,37,19,E,BA24,55200,V,OR,F,N,N,Y,Y,,P,J,O,,0,M,,,N,N,Y,Y,Y,,,,Y,,Y,Y,,,Y,,Y,Y,,,Y,,,Y,Y,,N,Y,Y,,,,Y,Y,,,,,,Y,Y,,,,,N,,S,44 53 N 37 19 E,44.8833333333333,37.3166666666667
47946,47910,SD,SAWAKIN HARBOR,19,8,N,37,21,E,172,62144,S,CN,,,,,,,,,J,,0,,,,,,,,Y,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 8 N 37 21 E,19.1333333333333,37.35
44140,44030,RU,TEMRYUK,45,21,N,37,21,E,BA24,55200,V,RN,F,N,Y,Y,Y,Y,O,P,O,,0,M,,,N,N,Y,Y,Y,,,,Y,,,,,,Y,,,Y,,,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,,,,,,Y,Y,Y,Y,,,C,,,45 21 N 37 21 E,45.35,37.35
44010,43620,UA,MARIUPOL,47,5,N,37,34,E,BA24,55127,S,CB,G,Y,N,Y,Y,N,M,N,M,,0,L,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,B,S,L,47 5 N 37 34 E,47.0833333333333,37.5666666666667
44200,44030,RU,NOVOROSSIYSK,44,43,N,37,47,E,BA24,55128,L,CB,G,N,N,N,Y,,H,J,K,A,1,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,A,M,L,44 43 N 37 47 E,44.7166666666667,37.7833333333333
44420,44360,TR,ORDU,41,0,N,37,53,E,BA24,BA1279,V,OR,P,N,N,N,Y,,A,L,N,,0,M,,,N,Y,Y,Y,Y,,,N,Y,,,,,,Y,,,,,Y,,,,Y,N,,N,,,,,,Y,Y,,,,,,Y,Y,Y,Y,,,,,,41 0 N 37 53 E,41,37.8833333333333
48120,48100,SA,YANBU,24,5,N,38,3,E,172,62171,V,CB,P,N,Y,N,Y,Y,G,,J,A,1,M,,Y,Y,N,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,N,Y,N,,,,Y,,,Y,,Y,Y,Y,Y,,,Y,N,N,,N,Y,Y,Y,,N,,C,,,24 5 N 38 3 E,24.0833333333333,38.05
44210,44030,RU,GELENDZHIK,44,33,N,38,4,E,BA24,55129,V,CN,F,N,N,Y,Y,,N,B,O,,0,M,,,N,N,Y,Y,Y,,,N,Y,,Y,Y,,,Y,,Y,Y,,,Y,,,Y,,,N,,Y,,,,,Y,,,,,,Y,Y,Y,,,,,,,44 33 N 38 4 E,44.55,38.0666666666667
62820,62530,RU,ONEGA,63,54,N,38,6,E,183,BA2097,V,RN,G,Y,N,Y,Y,N,N,O,N,,1,M,Y,N,,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,,Y,,,,,,,,Y,,,,,Y,Y,,,,,C,,,63 54 N 38 6 E,63.9,38.1
46925,46860,MZ,PEBANE,17,16,S,38,9,E,171,61150,S,RN,F,,,,Y,,L,J,,,0,M,,,,,Y,Y,,,,,Y,,,,Y,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,17 16 S 38 9 E,-17.2666666666667,38.15
48121,48100,SA,KING FAHD PORT,23,57,N,38,13,E,172,62172,V,CB,P,N,N,N,Y,,G,,F,A,1,M,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,N,,Y,Y,Y,,,Y,Y,,Y,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,C,,,23 57 N 38 13 E,23.95,38.2166666666667
